AttendanceID,StudentID,CourseID,Date,Status
A00693,S052,C009,2025-05-14,Absent
A00694,S092,C014,2025-03-17,Present
A00695,S141,C016,2025-02-23,Present
A00696,S124,C011,2025-03-02,Present
A00697,S172,C003,2025-01-29,Present
A00698,S172,C016,2025-02-08,Absent
A00699,S200,C017,2025-01-20,Present
A00700,S026,C009,2025-06-14,Present
A00701,S076,C009,2025-04-29,Present
A00702,S045,C002,2025-03-16,Present
A00703,S174,C011,2025-04-20,Present
A00704,S025,C002,2025-01-03,Absent
A00705,S170,C006,2025-03-26,Present
A00706,S113,C020,2025-03-10,Absent
A00707,S024,C012,2025-03-29,Present
A00708,S103,C013,2025-04-27,Present
A00709,S099,C016,2025-04-18,Present
A00710,S043,C004,2025-02-03,Present
A00711,S016,C006,2025-01-27,Present
A00712,S152,C016,2025-05-26,Present
A00713,S047,C020,2025-04-08,Present
A00714,S157,C001,2025-06-25,Absent
A00715,S187,C005,2025-05-04,Absent
A00716,S029,C014,2025-04-23,Present
A00717,S067,C011,2025-01-04,Present
A00718,S174,C017,2025-05-28,Present
A00719,S058,C011,2025-05-13,Present
A00720,S180,C020,2025-01-25,Present
A00721,S187,C008,2025-05-04,Present
A00722,S174,C013,2025-02-08,Present
A00723,S143,C020,2025-01-14,Present
A00724,S041,C017,2025-05-01,Absent
A00725,S043,C003,2025-05-06,Present
A00726,S085,C009,2025-01-13,Present
A00727,S141,C013,2025-04-14,Present
A00728,S021,C015,2025-04-24,Present
A00729,S115,C003,2025-05-08,Present
A00730,S031,C016,2025-06-17,Present
A00731,S104,C014,2025-01-10,Present
A00732,S001,C003,2025-06-04,Absent
A00733,S164,C010,2025-05-11,Present
A00734,S168,C015,2025-03-29,Present
A00735,S014,C008,2025-04-27,Present
A00736,S197,C020,2025-06-03,Present
A00737,S169,C012,2025-04-26,Present
A00738,S195,C008,2025-01-01,Present
A00739,S163,C010,2025-05-21,Present
A00740,S180,C004,2025-01-12,Absent
A00741,S127,C005,2025-04-15,Present
A00742,S157,C007,2025-02-18,Present
A00743,S101,C007,2025-04-28,Present
A00744,S049,C011,2025-01-28,Present
A00745,S012,C019,2025-02-01,Present
A00746,S116,C015,2025-06-18,Present
A00747,S130,C005,2025-05-08,Present
A00748,S189,C002,2025-05-22,Absent
A00749,S150,C016,2025-05-11,Present
A00750,S046,C019,2025-02-14,Present
A00751,S033,C004,2025-04-10,Present
A00752,S156,C011,2025-05-10,Absent
A00753,S108,C020,2025-06-27,Present
A00754,S071,C013,2025-03-29,Absent
A00755,S116,C005,2025-02-05,Present
A00756,S180,C017,2025-03-18,Present
A00757,S141,C011,2025-05-22,Present
A00758,S052,C007,2025-06-09,Present
A00759,S176,C012,2025-06-22,Present
A00760,S182,C006,2025-05-09,Present
A00761,S164,C011,2025-01-30,Present
A00762,S144,C016,2025-05-30,Present
A00763,S171,C014,2025-06-22,Present
A00764,S137,C010,2025-04-19,Present
A00765,S134,C004,2025-01-07,Present
A00766,S014,C002,2025-02-21,Present
A00767,S042,C010,2025-06-24,Present
A00768,S016,C010,2025-02-22,Present
A00769,S009,C012,2025-04-26,Present
A00770,S173,C018,2025-02-27,Present
A00771,S144,C013,2025-03-02,Present
A00772,S179,C010,2025-06-27,Present
A00773,S098,C013,2025-04-17,Absent
A00774,S176,C011,2025-05-22,Present
A00775,S191,C009,2025-02-21,Present
A00776,S200,C015,2025-02-27,Absent
A00777,S181,C012,2025-05-31,Present
A00778,S155,C007,2025-02-19,Present
A00779,S046,C003,2025-02-17,Absent
A00780,S189,C017,2025-01-31,Present
A00781,S110,C009,2025-05-23,Present
A00782,S042,C019,2025-03-07,Present
A00783,S120,C005,2025-01-11,Present
A00784,S083,C020,2025-01-14,Present
A00785,S161,C020,2025-06-19,Present
A00786,S147,C018,2025-04-02,Present
A00787,S182,C011,2025-05-15,Present
A00788,S048,C017,2025-01-18,Present
A00789,S041,C014,2025-05-20,Present
A00790,S024,C012,2025-02-26,Absent
A00791,S170,C011,2025-03-26,Present
A00792,S056,C020,2025-05-16,Present
A00793,S144,C001,2025-01-30,Present
A00794,S115,C008,2025-06-14,Present
A00795,S160,C008,2025-01-11,Present
A00796,S083,C013,2025-01-30,Present
A00797,S139,C010,2025-01-07,Absent
A00798,S198,C012,2025-05-12,Present
A00799,S115,C016,2025-01-12,Present
A00800,S167,C007,2025-03-24,Present
A00801,S025,C006,2025-05-18,Present
A00802,S161,C003,2025-02-23,Present
A00803,S199,C007,2025-06-25,Present
A00804,S027,C007,2025-05-18,Present
A00805,S190,C014,2025-06-15,Present
A00806,S019,C005,2025-01-07,Present
A00807,S085,C002,2025-01-23,Present
A00808,S046,C009,2025-05-23,Present
A00809,S059,C009,2025-04-15,Present
A00810,S162,C013,2025-04-21,Present
A00811,S100,C004,2025-05-17,Present
A00812,S185,C020,2025-01-17,Present
A00813,S150,C002,2025-06-29,Present
A00814,S092,C017,2025-01-28,Present
A00815,S176,C010,2025-06-05,Present
A00816,S196,C015,2025-04-08,Present
A00817,S170,C001,2025-05-02,Present
A00818,S057,C005,2025-04-11,Present
A00819,S140,C010,2025-06-12,Present
A00820,S174,C012,2025-01-03,Present
A00821,S143,C005,2025-02-01,Present
A00822,S147,C020,2025-04-11,Present
A00823,S022,C010,2025-02-23,Present
A00824,S186,C012,2025-02-24,Present
A00825,S166,C017,2025-02-06,Present
A00826,S057,C020,2025-03-06,Present
A00827,S047,C019,2025-01-14,Absent
A00828,S141,C015,2025-06-15,Present
A00829,S075,C003,2025-03-06,Present
A00830,S186,C019,2025-05-05,Absent
A00831,S092,C005,2025-06-21,Present
A00832,S026,C010,2025-06-08,Present
A00833,S050,C011,2025-05-05,Present
A00834,S158,C010,2025-06-27,Present
A00835,S145,C019,2025-04-04,Present
A00836,S110,C006,2025-01-02,Present
A00837,S057,C014,2025-03-12,Present
A00838,S035,C011,2025-05-03,Present
A00839,S092,C010,2025-05-05,Present
A00840,S045,C020,2025-01-21,Present
A00841,S036,C018,2025-02-20,Present
A00842,S161,C003,2025-01-20,Absent
A00843,S130,C001,2025-05-29,Present
A00844,S197,C019,2025-02-24,Absent
A00845,S142,C009,2025-05-20,Absent
A00846,S139,C016,2025-06-17,Present
A00847,S094,C013,2025-02-27,Absent
A00848,S151,C010,2025-02-04,Present
A00849,S131,C003,2025-04-12,Present
A00850,S003,C008,2025-06-07,Present
A00851,S194,C017,2025-02-05,Present
A00852,S046,C019,2025-05-25,Present
A00853,S038,C016,2025-04-02,Present
A00854,S195,C016,2025-03-01,Present
A00855,S095,C008,2025-01-11,Present
A00856,S133,C012,2025-04-10,Present
A00857,S117,C002,2025-01-11,Absent
A00858,S083,C004,2025-06-30,Absent
A00859,S163,C009,2025-03-09,Present
A00860,S146,C006,2025-04-07,Present
A00861,S094,C019,2025-06-17,Absent
A00862,S020,C017,2025-03-06,Present
A00863,S058,C017,2025-04-14,Present
A00864,S089,C016,2025-05-04,Absent
A00865,S002,C017,2025-02-05,Present
A00866,S059,C003,2025-05-12,Present
A00867,S055,C005,2025-02-17,Present
A00868,S155,C004,2025-06-19,Present
A00869,S085,C004,2025-05-04,Present
A00870,S123,C007,2025-06-01,Present
A00871,S106,C001,2025-03-04,Present
A00872,S147,C019,2025-02-11,Present
A00873,S132,C002,2025-05-27,Present
A00874,S043,C009,2025-02-16,Present
A00875,S104,C020,2025-05-25,Present
A00876,S185,C010,2025-01-22,Present
A00877,S156,C016,2025-05-04,Present
A00878,S106,C020,2025-02-06,Present
A00879,S197,C006,2025-06-09,Present
A00880,S068,C006,2025-06-25,Present
A00881,S117,C020,2025-06-01,Present
A00882,S097,C013,2025-02-03,Present
A00883,S052,C017,2025-05-10,Present
A00884,S039,C020,2025-01-25,Present
A00885,S158,C020,2025-01-10,Absent
A00886,S137,C017,2025-01-31,Present
A00887,S169,C005,2025-06-04,Present
A00888,S001,C014,2025-05-14,Present
A00889,S012,C017,2025-04-20,Present
A00890,S124,C013,2025-03-31,Present
A00891,S190,C019,2025-01-26,Present
A00892,S066,C016,2025-03-01,Absent
A00893,S022,C010,2025-06-03,Absent
A00894,S105,C009,2025-02-18,Present
A00895,S191,C001,2025-05-28,Present
A00896,S134,C001,2025-04-07,Present
A00897,S177,C011,2025-04-15,Present
A00898,S040,C014,2025-06-16,Present
A00899,S067,C018,2025-04-19,Present
A00900,S157,C009,2025-06-24,Present
A00901,S053,C014,2025-05-22,Present
A00902,S124,C006,2025-04-05,Present
A00903,S124,C009,2025-03-20,Present
A00904,S199,C013,2025-02-05,Absent
A00905,S169,C004,2025-02-28,Present
A00906,S180,C006,2025-01-26,Present
A00907,S103,C011,2025-05-21,Present
A00908,S176,C002,2025-02-11,Present
A00909,S163,C001,2025-01-24,Present
A00910,S121,C020,2025-04-22,Present
A00911,S068,C008,2025-04-05,Present
A00912,S010,C013,2025-04-13,Present
A00913,S134,C010,2025-06-02,Present
A00914,S199,C006,2025-06-13,Present
A00915,S003,C007,2025-06-18,Absent
A00916,S133,C010,2025-02-19,Present
A00917,S154,C017,2025-05-13,Present
A00918,S158,C006,2025-06-22,Present
A00919,S062,C001,2025-02-10,Present
A00920,S071,C013,2025-04-01,Present
A00921,S104,C019,2025-02-21,Present
A00922,S189,C003,2025-01-24,Present
A00923,S186,C018,2025-05-30,Present
A00924,S071,C008,2025-06-05,Absent
A00925,S117,C013,2025-05-28,Present
A00926,S045,C014,2025-05-10,Present
A00927,S019,C017,2025-03-17,Present
A00928,S030,C017,2025-03-07,Absent
A00929,S148,C009,2025-06-27,Present
A00930,S097,C019,2025-05-04,Present
A00931,S194,C011,2025-04-28,Present
A00932,S151,C001,2025-05-04,Present
A00933,S018,C013,2025-06-12,Present
A00934,S057,C008,2025-03-22,Present
A00935,S091,C017,2025-05-18,Present
A00936,S068,C008,2025-03-15,Present
A00937,S173,C011,2025-01-20,Present
A00938,S046,C016,2025-03-22,Present
A00939,S147,C009,2025-02-16,Absent
A00940,S175,C007,2025-05-08,Present
A00941,S061,C008,2025-03-09,Present
A00942,S052,C008,2025-06-08,Present
A00943,S200,C004,2025-01-31,Absent
A00944,S174,C016,2025-06-07,Present
A00945,S139,C002,2025-05-04,Present
A00946,S081,C016,2025-05-28,Absent
A00947,S126,C006,2025-05-11,Present
A00948,S057,C019,2025-02-02,Present
A00949,S109,C016,2025-05-19,Present
A00950,S089,C013,2025-06-25,Present
A00951,S118,C004,2025-06-28,Present
A00952,S081,C001,2025-01-04,Present
A00953,S098,C019,2025-01-26,Present
A00954,S157,C009,2025-02-17,Present
A00955,S061,C009,2025-05-01,Absent
A00956,S088,C012,2025-02-17,Present
A00957,S054,C014,2025-06-29,Present
A00958,S094,C013,2025-03-13,Present
A00959,S147,C005,2025-05-28,Present
A00960,S026,C009,2025-03-02,Present
A00961,S098,C007,2025-02-07,Present
A00962,S190,C005,2025-05-02,Present
A00963,S046,C014,2025-05-08,Present
A00964,S162,C017,2025-05-17,Present
A00965,S125,C010,2025-03-06,Present
A00966,S146,C002,2025-04-12,Present
A00967,S042,C002,2025-02-25,Present
A00968,S122,C004,2025-04-26,Present
A00969,S067,C012,2025-04-03,Present
A00970,S066,C012,2025-01-06,Present
A00971,S090,C020,2025-02-20,Present
A00972,S167,C018,2025-02-14,Absent
A00973,S073,C012,2025-03-25,Present
A00974,S125,C015,2025-01-21,Present
A00975,S074,C015,2025-06-11,Absent
A00976,S043,C011,2025-04-18,Present
A00977,S147,C013,2025-01-19,Present
A00978,S088,C008,2025-03-22,Present
A00979,S075,C009,2025-06-04,Present
A00980,S070,C015,2025-04-03,Present
A00981,S134,C015,2025-04-16,Present
A00982,S006,C005,2025-03-02,Present
A00983,S191,C003,2025-02-23,Present
A00984,S027,C004,2025-01-17,Absent
A00985,S122,C018,2025-01-14,Present
A00986,S102,C017,2025-01-22,Present
A00987,S159,C005,2025-01-22,Present
A00988,S100,C010,2025-02-28,Present
A00989,S073,C015,2025-06-10,Present
A00990,S135,C006,2025-01-08,Present
A00991,S092,C011,2025-05-02,Present
A00992,S139,C009,2025-05-21,Present
A00993,S179,C018,2025-02-15,Present
A00994,S117,C019,2025-04-22,Present
A00995,S164,C018,2025-03-21,Absent
A00996,S124,C018,2025-02-28,Present
A00997,S114,C010,2025-04-04,Present
A00998,S040,C010,2025-01-03,Present
A00999,S195,C005,2025-03-30,Present
A01000,S137,C001,2025-06-26,Absent
A01001,S194,C016,2025-03-18,Present
A01002,S111,C010,2025-06-02,Present
A01003,S002,C018,2025-04-06,Present
A01004,S144,C014,2025-04-12,Present
A01005,S184,C013,2025-04-07,Present
A01006,S021,C014,2025-06-10,Present
A01007,S196,C020,2025-06-27,Present
A01008,S073,C018,2025-03-10,Present
A01009,S018,C006,2025-02-04,Present
A01010,S164,C015,2025-06-08,Present
A01011,S180,C020,2025-05-06,Present
A01012,S005,C005,2025-01-13,Absent
A01013,S006,C006,2025-01-27,Present
A01014,S033,C015,2025-01-03,Present
A01015,S039,C001,2025-05-07,Present
A01016,S108,C010,2025-05-08,Absent
A01017,S119,C002,2025-03-26,Present
A01018,S193,C005,2025-01-15,Present
A01019,S101,C003,2025-05-20,Present
A01020,S050,C009,2025-04-08,Present
A01021,S032,C008,2025-04-09,Present
A01022,S114,C008,2025-01-09,Present
A01023,S189,C004,2025-05-14,Present
A01024,S054,C016,2025-04-10,Present
A01025,S080,C011,2025-02-10,Present
A01026,S011,C018,2025-05-14,Present
A01027,S124,C010,2025-02-20,Present
A01028,S014,C007,2025-01-29,Present
A01029,S112,C011,2025-01-04,Present
A01030,S071,C019,2025-01-31,Present
A01031,S063,C001,2025-01-11,Present
A01032,S177,C016,2025-06-26,Present
A01033,S096,C003,2025-03-05,Present
A01034,S024,C020,2025-03-28,Absent
A01035,S195,C002,2025-01-16,Present
A01036,S040,C018,2025-01-28,Present
A01037,S060,C011,2025-05-23,Present
A01038,S194,C012,2025-04-23,Present
A01039,S006,C013,2025-04-02,Present
A01040,S065,C002,2025-05-05,Present
A01041,S144,C010,2025-05-19,Present
A01042,S049,C019,2025-02-17,Present
A01043,S083,C015,2025-03-12,Absent
A01044,S154,C018,2025-02-11,Present
A01045,S040,C015,2025-03-17,Present
A01046,S139,C012,2025-04-27,Present
A01047,S164,C017,2025-04-08,Present
A01048,S005,C020,2025-04-04,Present
A01049,S062,C011,2025-01-17,Present
A01050,S138,C013,2025-02-18,Present
A01051,S128,C018,2025-02-09,Present
A01052,S083,C014,2025-06-14,Present
A01053,S025,C017,2025-06-18,Present
A01054,S034,C006,2025-01-09,Present
A01055,S125,C007,2025-01-26,Present
A01056,S165,C013,2025-06-18,Present
A01057,S160,C019,2025-03-07,Present
A01058,S057,C020,2025-01-19,Present
A01059,S054,C016,2025-01-21,Present
A01060,S164,C002,2025-04-03,Present
A01061,S107,C012,2025-01-15,Present
A01062,S069,C017,2025-01-11,Present
A01063,S078,C003,2025-02-25,Absent
A01064,S025,C004,2025-03-01,Present
A01065,S049,C007,2025-05-15,Present
A01066,S146,C006,2025-05-23,Present
A01067,S107,C004,2025-06-13,Present
A01068,S173,C015,2025-06-29,Present
A01069,S027,C006,2025-02-16,Present
A01070,S130,C011,2025-06-18,Present
A01071,S154,C015,2025-04-01,Absent
A01072,S141,C011,2025-04-06,Present
A01073,S163,C014,2025-03-24,Present
A01074,S145,C018,2025-02-24,Present
A01075,S141,C009,2025-04-03,Absent
A01076,S115,C013,2025-01-01,Present
A01077,S073,C020,2025-01-05,Present
A01078,S078,C001,2025-03-18,Absent
A01079,S055,C011,2025-01-06,Present
A01080,S177,C009,2025-05-22,Present
A01081,S147,C019,2025-02-09,Present
A01082,S118,C012,2025-02-09,Present
A01083,S094,C019,2025-03-05,Present
A01084,S077,C003,2025-05-27,Present
A01085,S056,C003,2025-03-25,Present
A01086,S045,C016,2025-06-26,Present
A01087,S025,C020,2025-06-14,Present
A01088,S188,C019,2025-04-08,Present
A01089,S015,C011,2025-03-31,Absent
A01090,S112,C014,2025-01-31,Absent
A01091,S059,C020,2025-01-03,Present
A01092,S162,C013,2025-01-14,Present
A01093,S011,C011,2025-05-19,Present
A01094,S084,C017,2025-06-28,Present
A01095,S013,C013,2025-04-25,Present
A01096,S148,C017,2025-01-24,Present
A01097,S075,C013,2025-02-07,Present
A01098,S022,C016,2025-05-27,Present
A01099,S141,C013,2025-03-09,Present
A01100,S129,C014,2025-06-28,Present
A01101,S035,C016,2025-05-24,Present
A01102,S102,C019,2025-02-20,Present
A01103,S189,C017,2025-03-05,Present
A01104,S069,C014,2025-03-24,Present
A01105,S148,C003,2025-01-29,Present
A01106,S109,C012,2025-03-31,Present
A01107,S089,C020,2025-06-17,Present
A01108,S079,C006,2025-03-31,Present
A01109,S114,C020,2025-02-07,Present
A01110,S060,C007,2025-06-25,Present
A01111,S194,C003,2025-01-29,Present
A01112,S063,C020,2025-02-07,Absent
A01113,S074,C001,2025-03-29,Present
A01114,S029,C010,2025-04-26,Present
A01115,S085,C007,2025-05-18,Present
A01116,S140,C017,2025-03-08,Present
A01117,S160,C005,2025-06-27,Present
A01118,S005,C013,2025-05-30,Absent
A01119,S135,C002,2025-03-07,Present
A01120,S073,C007,2025-06-28,Present
A01121,S014,C015,2025-06-17,Absent
A01122,S018,C013,2025-06-19,Present
A01123,S169,C012,2025-01-28,Present
A01124,S167,C013,2025-03-01,Absent
A01125,S131,C004,2025-03-22,Present
A01126,S153,C018,2025-01-23,Present
A01127,S129,C015,2025-05-24,Absent
A01128,S006,C002,2025-03-05,Absent
A01129,S079,C011,2025-05-06,Present
A01130,S041,C001,2025-03-30,Present
A01131,S091,C010,2025-03-02,Absent
A01132,S129,C009,2025-01-16,Present
A01133,S100,C001,2025-05-23,Absent
A01134,S058,C005,2025-03-29,Absent
A01135,S169,C005,2025-01-23,Present
A01136,S134,C020,2025-06-10,Present
A01137,S107,C008,2025-05-27,Present
A01138,S080,C020,2025-03-26,Present
A01139,S034,C007,2025-06-17,Present
A01140,S139,C007,2025-02-05,Present
A01141,S181,C017,2025-02-04,Present
A01142,S198,C005,2025-06-17,Absent
A01143,S041,C011,2025-01-18,Present
A01144,S185,C004,2025-02-17,Present
A01145,S038,C001,2025-03-23,Absent
A01146,S106,C014,2025-03-19,Present
A01147,S164,C009,2025-02-08,Present
A01148,S028,C005,2025-02-17,Present
A01149,S157,C020,2025-03-10,Present
A01150,S157,C008,2025-06-02,Present
A01151,S176,C001,2025-04-02,Present
A01152,S200,C016,2025-02-04,Present
A01153,S155,C016,2025-06-16,Present
A01154,S100,C016,2025-05-02,Present
A01155,S050,C008,2025-01-09,Present
A01156,S004,C009,2025-04-16,Present
A01157,S172,C007,2025-02-22,Present
A01158,S113,C020,2025-05-06,Present
A01159,S118,C008,2025-04-20,Present
A01160,S011,C020,2025-04-08,Present
A01161,S101,C020,2025-05-27,Present
A01162,S135,C002,2025-05-14,Present
A01163,S117,C002,2025-03-04,Present
A01164,S102,C002,2025-05-23,Present
A01165,S196,C002,2025-02-18,Present
A01166,S102,C010,2025-03-15,Present
A01167,S109,C010,2025-06-06,Absent
A01168,S177,C017,2025-02-06,Present
A01169,S166,C015,2025-01-24,Present
A01170,S029,C006,2025-05-30,Absent
A01171,S179,C018,2025-02-04,Present
A01172,S083,C015,2025-01-07,Present
A01173,S152,C007,2025-04-27,Present
A01174,S083,C006,2025-02-01,Present
A01175,S181,C015,2025-06-12,Present
A01176,S135,C013,2025-05-11,Present
A01177,S041,C013,2025-05-21,Present
A01178,S197,C006,2025-03-27,Present
A01179,S169,C005,2025-02-11,Absent
A01180,S046,C002,2025-04-18,Present
A01181,S187,C015,2025-03-15,Present
A01182,S031,C005,2025-02-21,Present
A01183,S196,C009,2025-01-04,Present
A01184,S128,C018,2025-01-02,Present
A01185,S127,C008,2025-02-25,Present
A01186,S122,C015,2025-04-15,Present
A01187,S154,C020,2025-01-02,Present
A01188,S141,C009,2025-06-08,Present
A01189,S054,C002,2025-02-17,Present
A01190,S168,C012,2025-01-10,Present
A01191,S009,C019,2025-06-04,Present
A01192,S023,C002,2025-01-28,Present
A01193,S046,C006,2025-06-22,Present
A01194,S170,C020,2025-05-27,Present
A01195,S046,C015,2025-05-29,Present
A01196,S010,C003,2025-03-18,Present
A01197,S098,C003,2025-04-20,Present
A01198,S017,C010,2025-05-01,Present
A01199,S178,C009,2025-03-26,Present
A01200,S135,C007,2025-06-28,Present
A01201,S015,C004,2025-05-27,Present
A01202,S162,C017,2025-01-23,Present
A01203,S177,C020,2025-06-30,Present
A01204,S156,C011,2025-03-08,Present
A01205,S160,C012,2025-02-03,Present
A01206,S128,C017,2025-06-11,Present
A01207,S047,C020,2025-03-01,Present
A01208,S050,C001,2025-01-31,Present
A01209,S161,C004,2025-02-23,Present
A01210,S107,C014,2025-01-12,Present
A01211,S144,C007,2025-01-03,Present
A01212,S177,C010,2025-03-07,Present
A01213,S079,C010,2025-05-10,Present
A01214,S197,C001,2025-01-30,Present
A01215,S088,C013,2025-05-26,Present
A01216,S008,C006,2025-02-19,Present
A01217,S087,C016,2025-05-02,Present
A01218,S166,C005,2025-05-04,Present
A01219,S118,C018,2025-03-27,Present
A01220,S106,C002,2025-05-14,Present
A01221,S186,C011,2025-05-23,Present
A01222,S054,C019,2025-06-25,Present
A01223,S091,C003,2025-02-08,Present
A01224,S008,C011,2025-04-07,Present
A01225,S043,C019,2025-06-05,Present
A01226,S153,C004,2025-03-20,Present
A01227,S081,C002,2025-03-11,Present
A01228,S128,C008,2025-04-06,Present
A01229,S078,C007,2025-05-15,Present
A01230,S029,C012,2025-01-10,Present
A01231,S024,C015,2025-05-10,Present
A01232,S124,C017,2025-02-09,Present
A01233,S124,C017,2025-03-21,Present
A01234,S037,C004,2025-05-13,Present
A01235,S034,C007,2025-01-10,Present
A01236,S183,C017,2025-01-30,Present
A01237,S012,C020,2025-01-23,Present
A01238,S012,C004,2025-05-14,Present
A01239,S191,C010,2025-01-06,Present
A01240,S080,C007,2025-03-24,Present
A01241,S074,C009,2025-05-17,Present
A01242,S113,C004,2025-03-11,Present
A01243,S071,C004,2025-01-04,Absent
A01244,S144,C017,2025-01-27,Present
A01245,S090,C018,2025-03-23,Present
A01246,S181,C010,2025-05-27,Present
A01247,S019,C010,2025-06-06,Absent
A01248,S139,C015,2025-01-13,Present
A01249,S121,C002,2025-01-28,Present
A01250,S023,C014,2025-04-11,Present
A01251,S153,C019,2025-06-11,Present
A01252,S180,C015,2025-06-07,Present
A01253,S086,C007,2025-06-21,Present
A01254,S021,C015,2025-05-26,Present
A01255,S179,C015,2025-01-25,Present
A01256,S176,C015,2025-05-01,Present
A01257,S058,C005,2025-06-07,Present
A01258,S094,C013,2025-02-16,Present
A01259,S171,C011,2025-03-25,Present
A01260,S008,C003,2025-05-02,Present
A01261,S123,C015,2025-02-13,Present
A01262,S090,C020,2025-05-28,Present
A01263,S027,C013,2025-01-28,Present
A01264,S167,C003,2025-03-19,Present
A01265,S103,C019,2025-04-16,Present
A01266,S063,C018,2025-02-10,Absent
A01267,S099,C003,2025-03-29,Present
A01268,S178,C019,2025-04-21,Present
A01269,S112,C019,2025-03-29,Present
A01270,S061,C006,2025-06-19,Present
A01271,S190,C019,2025-05-05,Present
A01272,S153,C015,2025-03-25,Present
A01273,S114,C006,2025-03-20,Absent
A01274,S018,C020,2025-01-28,Present
A01275,S153,C013,2025-03-25,Present
A01276,S170,C002,2025-01-24,Present
A01277,S036,C019,2025-06-12,Present
A01278,S194,C005,2025-06-19,Present
A01279,S137,C010,2025-04-10,Present
A01280,S115,C007,2025-02-22,Present
A01281,S082,C010,2025-05-26,Present
A01282,S174,C010,2025-04-22,Present
A01283,S089,C003,2025-05-30,Present
A01284,S131,C013,2025-02-02,Absent
A01285,S016,C012,2025-05-21,Absent
A01286,S001,C018,2025-04-02,Present
A01287,S073,C001,2025-03-02,Present
A01288,S152,C013,2025-06-10,Present
A01289,S098,C013,2025-04-08,Present
A01290,S055,C006,2025-05-02,Present
A01291,S143,C013,2025-04-03,Present
A01292,S040,C010,2025-06-21,Present
A01293,S003,C003,2025-06-15,Present
A01294,S185,C016,2025-06-18,Present
A01295,S035,C003,2025-02-05,Present
A01296,S107,C015,2025-06-28,Present
A01297,S109,C020,2025-02-16,Present
A01298,S109,C018,2025-04-26,Present
A01299,S058,C006,2025-04-19,Present
A01300,S148,C016,2025-03-02,Present
A01301,S069,C014,2025-05-20,Present
A01302,S009,C002,2025-05-26,Present
A01303,S095,C004,2025-05-29,Present
A01304,S177,C003,2025-02-06,Present
A01305,S135,C009,2025-04-30,Present
A01306,S134,C020,2025-01-23,Present
A01307,S162,C003,2025-06-25,Present
A01308,S149,C010,2025-06-06,Present
A01309,S088,C018,2025-01-03,Present
A01310,S132,C016,2025-05-27,Present
A01311,S108,C012,2025-03-17,Present
A01312,S010,C020,2025-03-19,Present
A01313,S145,C009,2025-01-16,Present
A01314,S149,C006,2025-05-27,Present
A01315,S075,C020,2025-01-07,Present
A01316,S022,C005,2025-05-10,Present
A01317,S072,C009,2025-02-03,Present
A01318,S071,C009,2025-01-04,Present
A01319,S155,C006,2025-06-01,Present
A01320,S169,C015,2025-04-05,Present
A01321,S067,C008,2025-05-05,Present
A01322,S136,C002,2025-03-29,Absent
A01323,S038,C020,2025-02-09,Present
A01324,S193,C014,2025-04-09,Present
A01325,S113,C006,2025-02-23,Present
A01326,S089,C002,2025-06-14,Present
A01327,S030,C002,2025-02-12,Present
A01328,S122,C010,2025-05-02,Present
A01329,S193,C018,2025-03-01,Present
A01330,S181,C013,2025-05-02,Present
A01331,S136,C014,2025-01-04,Present
A01332,S115,C013,2025-06-23,Present
A01333,S136,C002,2025-01-25,Absent
A01334,S164,C012,2025-04-21,Present
A01335,S167,C009,2025-03-27,Present
A01336,S026,C009,2025-06-17,Present
A01337,S119,C008,2025-06-22,Present
A01338,S050,C017,2025-03-28,Present
A01339,S047,C011,2025-05-21,Present
A01340,S003,C003,2025-01-04,Present
A01341,S135,C004,2025-06-25,Present
A01342,S057,C010,2025-03-06,Present
A01343,S007,C020,2025-01-24,Present
A01344,S153,C007,2025-06-03,Present
A01345,S182,C004,2025-01-23,Absent
A01346,S034,C013,2025-06-18,Present
A01347,S166,C019,2025-02-17,Absent
A01348,S179,C006,2025-03-06,Present
A01349,S170,C003,2025-06-13,Present
A01350,S071,C014,2025-06-27,Absent
A01351,S198,C011,2025-03-07,Present
A01352,S019,C009,2025-01-16,Present
A01353,S086,C002,2025-03-08,Absent
A01354,S068,C006,2025-04-23,Present
A01355,S052,C020,2025-04-11,Present
A01356,S126,C004,2025-02-06,Present
A01357,S111,C007,2025-06-07,Present
A01358,S114,C009,2025-01-27,Present
A01359,S019,C019,2025-03-06,Present
A01360,S005,C016,2025-02-08,Present
A01361,S001,C002,2025-06-20,Present
A01362,S039,C011,2025-04-11,Present
A01363,S132,C016,2025-05-03,Present
A01364,S187,C003,2025-05-19,Present
A01365,S099,C016,2025-02-01,Present
A01366,S092,C011,2025-06-24,Present
A01367,S015,C003,2025-04-04,Present
A01368,S088,C003,2025-04-28,Present
A01369,S075,C007,2025-02-15,Present
A01370,S099,C007,2025-03-18,Present
A01371,S028,C012,2025-05-05,Present
A01372,S162,C015,2025-02-18,Present
A01373,S050,C001,2025-06-01,Present
A01374,S100,C003,2025-05-19,Present
A01375,S128,C018,2025-04-26,Absent
A01376,S005,C002,2025-03-28,Present
A01377,S185,C002,2025-04-14,Present
A01378,S168,C017,2025-04-28,Absent
A01379,S138,C005,2025-05-29,Present
A01380,S019,C002,2025-02-06,Present
A01381,S005,C016,2025-06-08,Present
A01382,S180,C005,2025-01-04,Present
A01383,S013,C010,2025-01-25,Present
A01384,S044,C019,2025-01-17,Present
A01385,S028,C004,2025-05-08,Present
A01386,S158,C008,2025-01-17,Present
